TransactionId,CustomerId,TransactionDate
119,5,2010-04-29
120,1,2010-04-30
121,6,2010-05-01
122,4,2010-05-02
123,7,2010-05-03
124,5,2010-05-04
125,7,2010-05-05
126,7,2010-05-06
127,1,2010-05-07
128,6,2010-05-08
129,5,2010-05-09
130,3,2010-05-10
131,3,2010-05-11
132,5,2010-05-12
133,6,2010-05-13
134,7,2010-05-14
135,4,2010-05-15
136,2,2010-05-16
137,7,2010-05-17
138,2,2010-05-18
139,2,2010-05-19
140,3,2010-05-20
141,4,2010-05-21
142,4,2010-05-22
143,6,2010-05-23
144,3,2010-05-24
145,3,2010-05-25
146,3,2010-05-26
147,1,2010-05-27
148,3,2010-05-28
149,4,2010-05-29
150,2,2010-05-30
151,6,2010-05-31
152,2,2010-06-01
153,2,2010-06-02
154,3,2010-06-03
155,4,2010-06-04
156,2,2010-06-05
157,1,2010-06-06
158,4,2010-06-07
159,4,2010-06-08
160,2,2010-06-09
161,5,2010-06-10
162,2,2010-06-11
163,1,2010-06-12
164,5,2010-06-13
165,4,2010-06-14
166,5,2010-06-15
167,1,2010-06-16
168,1,2010-06-17
169,1,2010-06-18
170,4,2010-06-19
171,5,2010-06-20
172,4,2010-06-21
173,1,2010-06-22
174,3,2010-06-23
175,7,2010-06-24
176,1,2010-06-25
177,4,2010-06-26
178,5,2010-06-27
179,6,2010-06-28
180,1,2010-06-29
181,1,2010-06-30
182,5,2010-07-01
183,7,2010-07-02
184,1,2010-07-03
185,4,2010-07-04
186,5,2010-07-05
187,7,2010-07-06
188,6,2010-07-07
189,5,2010-07-08
190,4,2010-07-09
191,6,2010-07-10
192,3,2010-07-11
193,5,2010-07-12
194,6,2010-07-13
195,6,2010-07-14
196,3,2010-07-15
197,4,2010-07-16
198,3,2010-07-17
199,3,2010-07-18
200,6,2010-07-19
201,1,2010-07-20
202,1,2010-07-21
203,5,2010-04-16
204,2,2010-04-17
205,2,2010-04-17
206,6,2010-04-17
207,5,2010-04-18
208,1,2010-04-18
209,1,2010-04-18
210,7,2010-04-19
211,3,2010-04-19
212,2,2010-04-19
213,1,2010-04-20
214,4,2010-04-20
215,7,2010-04-20
216,5,2010-04-21
217,4,2010-04-21
218,5,2010-04-21
219,1,2010-04-21
220,2,2010-04-22
221,7,2010-04-22
222,1,2010-04-22
223,6,2010-04-23
224,2,2010-04-23
225,6,2010-04-23
226,2,2010-04-23
227,7,2010-04-24
228,3,2010-04-24
229,4,2010-04-24
230,3,2010-04-24
231,7,2010-04-24
232,6,2010-04-24
233,1,2010-04-25
234,6,2010-04-26
235,3,2010-04-26
236,4,2010-04-28
237,1,2010-04-29
238,2,2010-04-30
239,6,2010-04-30
240,5,2010-05-01
241,2,2010-05-01
242,7,2010-05-01
243,2,2010-05-02
244,5,2010-05-02
245,7,2010-05-03
246,2,2010-05-03
247,6,2010-05-03
248,6,2010-05-04
249,1,2010-05-04
250,4,2010-05-04
251,2,2010-05-05
252,7,2010-05-06
253,6,2010-05-07
254,5,2010-05-07
255,4,2010-05-08
256,3,2010-05-08
257,5,2010-05-08
258,2,2010-05-08
259,2,2010-05-08
260,1,2010-05-09
261,6,2010-05-09
262,3,2010-05-12
263,6,2010-05-12
264,2,2010-05-13
265,5,2010-05-14
266,3,2010-05-14
267,2,2010-05-14
268,6,2010-05-14
269,1,2010-05-15
270,3,2010-05-16
271,2,2010-05-16
272,4,2010-05-16
273,4,2010-05-16
274,3,2010-05-17
275,5,2010-05-17
276,4,2010-05-17
277,3,2010-05-17
278,6,2010-05-17
279,3,2010-05-17
280,1,2010-05-18
281,7,2010-05-19
282,6,2010-05-21
283,4,2010-05-21
284,4,2010-05-21
285,7,2010-05-22
286,7,2010-05-22
287,3,2010-05-22
288,1,2010-05-23
289,5,2010-05-23
290,5,2010-05-23
291,3,2010-05-23
292,1,2010-05-24
293,3,2010-05-24
294,7,2010-05-24
295,1,2010-05-24
296,2,2010-05-25
297,6,2010-05-25
298,7,2010-05-26
299,6,2010-05-26
300,1,2010-05-26
301,4,2010-05-27
302,2,2010-05-27
303,1,2010-05-27
304,6,2010-05-28
305,2,2010-05-28
306,1,2010-05-28
307,6,2010-05-28
308,4,2010-05-28
309,2,2010-05-29
310,1,2010-05-29
311,7,2010-05-29
312,2,2010-05-30
313,1,2010-05-30
314,6,2010-05-31
315,4,2010-06-01
316,3,2010-06-01
317,3,2010-06-01
318,5,2010-06-02
319,4,2010-06-02
320,7,2010-06-02
321,4,2010-06-04
322,7,2010-06-05
323,2,2010-06-05
324,2,2010-06-05
325,1,2010-06-05
326,5,2010-06-06
327,1,2010-06-07
328,7,2010-06-08
329,4,2010-06-09
330,4,2010-06-10
331,7,2010-06-11
332,5,2010-06-11
333,1,2010-06-11
334,5,2010-06-12
335,5,2010-06-12
336,4,2010-06-13
337,7,2010-06-14
338,2,2010-06-15
339,1,2010-06-15
340,4,2010-06-17
341,2,2010-06-17
342,3,2010-06-19
343,1,2010-06-19
344,6,2010-06-19
345,6,2010-06-20
346,4,2010-06-21
347,5,2010-06-21
348,7,2010-06-21
349,1,2010-06-22
350,7,2010-06-22
351,5,2010-06-23
352,2,2010-06-23
353,6,2010-06-24
354,5,2010-06-25
355,2,2010-06-25
356,5,2010-06-26
357,4,2010-06-26
358,4,2010-06-26
359,3,2010-06-28
360,2,2010-06-28
361,1,2010-06-29
362,1,2010-06-29
363,6,2010-06-30
364,4,2010-06-30
365,1,2010-07-01
366,4,2010-07-01
367,1,2010-07-01
368,6,2010-07-01
369,6,2010-07-01
370,5,2010-07-01
371,1,2010-07-02
372,1,2010-07-02
373,4,2010-07-03
374,6,2010-07-04
375,7,2010-07-06
376,3,2010-07-06
377,7,2010-07-06
378,7,2010-07-06
379,3,2010-07-08
380,1,2010-07-08
381,7,2010-07-08
382,2,2010-07-08
383,2,2010-07-09
384,5,2010-07-10
385,6,2010-07-10
386,6,2010-07-11
387,6,2010-07-11
388,6,2010-07-11
389,7,2010-07-11
390,1,2010-07-12
391,6,2010-07-12
392,4,2010-07-12
393,5,2010-07-14
394,1,2010-07-15
395,1,2010-07-15
396,7,2010-07-15
397,2,2010-07-16
398,1,2010-07-17
399,2,2010-07-18
400,6,2010-07-20
401,7,2010-07-20
402,4,2010-07-21
403,5,2010-07-21
404,1,2010-07-21
405,4,2010-07-21
406,7,2010-07-22
407,1,2010-07-22
408,5,2010-07-22
409,2,2010-07-23
410,6,2010-07-23
411,7,2010-07-23
412,1,2010-07-24
413,4,2010-07-24
414,5,2010-07-25
415,3,2010-07-25
416,6,2010-07-26
417,7,2010-07-26
418,1,2010-07-26
419,2,2010-07-26
420,6,2010-07-26
421,6,2010-07-26
422,1,2010-07-26
423,1,2010-07-26
424,7,2010-07-27
425,1,2010-07-28
426,7,2010-07-28
427,6,2010-07-28
428,7,2010-07-28
429,3,2010-07-29
430,5,2010-07-29
431,2,2010-07-29
432,1,2010-07-30
433,6,2010-07-30
434,2,2010-07-30
435,2,2010-07-31
436,5,2010-08-02
437,7,2010-08-02
438,2,2010-08-02
439,3,2010-08-03
440,4,2010-08-03
441,3,2010-08-04
442,5,2010-08-04
443,1,2010-08-05
444,1,2010-08-05
445,3,2010-08-06
446,1,2010-08-07
447,1,2010-08-07
448,4,2010-08-07
449,4,2010-08-07
450,4,2010-08-07
451,7,2010-08-07
452,2,2010-08-07
453,3,2010-08-08
454,4,2010-08-08
455,2,2010-08-08
456,7,2010-08-08
457,3,2010-08-09
458,4,2010-08-09
459,6,2010-08-09
460,3,2010-08-10
461,5,2010-08-11
462,4,2010-08-11
463,6,2010-08-12
464,6,2010-08-14
465,5,2010-08-14
466,5,2010-08-15
467,4,2010-08-15
468,5,2010-08-16
469,4,2010-08-16
470,4,2010-08-17
471,5,2010-08-18
472,1,2010-08-19
473,2,2010-08-19
474,4,2010-08-19
475,2,2010-08-20
476,7,2010-08-21
477,4,2010-08-21
478,2,2010-08-21
479,4,2010-08-22
480,5,2010-08-23
481,3,2010-08-23
482,6,2010-08-24
483,1,2010-08-24
484,6,2010-08-24
485,5,2010-08-25
486,6,2010-08-25
487,5,2010-08-26
488,7,2010-08-26
489,6,2010-08-26
490,7,2010-08-27
491,3,2010-08-28
492,2,2010-08-28
493,5,2010-08-28
494,2,2010-08-28
495,7,2010-08-29
496,5,2010-08-29
497,1,2010-08-29
498,6,2010-08-29
499,6,2010-08-30
500,6,2010-08-30
501,5,2010-08-31
502,3,2010-08-31
503,3,2010-09-01
504,7,2010-09-02
505,1,2010-09-02
506,3,2010-09-04
507,7,2010-09-05
508,7,2010-09-05
509,4,2010-09-05
510,3,2010-09-06
511,5,2010-09-06
512,4,2010-09-06
513,3,2010-09-07
514,3,2010-09-07
515,6,2010-09-07
516,5,2010-09-07
517,4,2010-09-08
518,6,2010-09-09
519,3,2010-09-09
520,4,2010-09-11
521,1,2010-09-11
522,3,2010-09-12
523,2,2010-09-14
524,6,2010-09-14
525,4,2010-09-15
526,6,2010-09-15
527,7,2010-09-17
528,6,2010-09-18
529,1,2010-09-18
530,6,2010-09-19
531,3,2010-09-19
532,2,2010-09-19
533,6,2010-09-21
534,6,2010-09-21
535,4,2010-09-22
536,3,2010-09-22
537,7,2010-09-22
538,6,2010-09-23
539,4,2010-09-23
540,2,2010-09-23
541,6,2010-09-24
542,3,2010-09-25
543,1,2010-09-25
544,4,2010-09-26
545,1,2010-09-26
546,7,2010-09-26
547,6,2010-09-27
548,3,2010-09-27
549,7,2010-09-27
550,4,2010-09-28
551,6,2010-09-28
552,5,2010-09-29
553,5,2010-09-29
554,1,2010-09-29
555,3,2010-09-30
556,4,2010-09-30
557,6,2010-10-01
558,1,2010-10-01
559,3,2010-10-02
560,3,2010-10-02
561,3,2010-10-04
562,4,2010-10-04
563,6,2010-10-05
564,1,2010-10-05
565,5,2010-10-05
566,1,2010-10-06
567,6,2010-10-06
568,1,2010-10-07
569,6,2010-10-07
570,6,2010-10-08
571,1,2010-10-08
572,1,2010-10-09
573,4,2010-10-10
574,4,2010-10-12
575,1,2010-10-13
576,3,2010-10-13
577,5,2010-10-14
578,4,2010-10-15
579,2,2010-10-15
580,5,2010-10-16
581,3,2010-10-16
582,3,2010-10-16
583,4,2010-10-17
584,1,2010-10-18
585,6,2010-10-18
586,3,2010-10-18
587,4,2010-10-19
588,7,2010-10-20
589,5,2010-10-21
590,5,2010-10-23
591,6,2010-10-23
592,7,2010-10-23
593,4,2010-10-23
594,2,2010-10-24
595,1,2010-10-24
596,4,2010-10-24
597,2,2010-10-24
598,3,2010-10-25
599,1,2010-10-26
600,7,2010-10-26
601,3,2010-10-27
602,6,2010-10-27
603,3,2010-10-27
604,5,2010-10-28
605,7,2010-10-29
606,5,2010-10-29
607,7,2010-10-30
608,3,2010-10-30
609,5,2010-10-30
610,7,2010-10-30
611,3,2010-10-31
612,6,2010-10-31
613,6,2010-10-31
614,6,2010-11-03
615,1,2010-11-03
616,3,2010-11-03
617,3,2010-11-04
618,6,2010-11-04
619,7,2010-11-05
620,4,2010-11-06
621,5,2010-11-06
622,3,2010-11-08
623,3,2010-11-08
624,7,2010-11-08
625,1,2010-11-09
626,3,2010-11-09
627,3,2010-11-09
628,7,2010-11-09
629,6,2010-11-10
630,6,2010-11-11
631,6,2010-11-11
632,2,2010-11-13
633,1,2010-11-14
634,1,2010-11-15
635,5,2010-11-15
636,1,2010-11-15
637,7,2010-11-16
638,4,2010-11-18
639,2,2010-11-18
640,5,2010-11-22
641,6,2010-11-22
642,3,2010-11-22
643,6,2010-11-24
644,4,2010-11-24
645,5,2010-11-24
646,1,2010-11-24
647,2,2010-11-27
648,5,2010-11-27
649,3,2010-11-27
650,2,2010-11-27
651,7,2010-11-28
652,4,2010-11-29
653,2,2010-11-29
654,1,2010-11-29
655,4,2010-11-30
656,7,2010-11-30
657,1,2010-11-30
658,6,2010-12-01
659,1,2010-12-01
660,1,2010-12-01
661,5,2010-12-01
662,1,2010-12-01
663,3,2010-12-01
664,6,2010-12-04
665,3,2010-12-04
666,7,2010-12-05
667,1,2010-12-05
668,6,2010-12-05
669,3,2010-12-06
670,3,2010-12-07
671,2,2010-12-07
672,7,2010-12-07
673,5,2010-12-07
674,3,2010-12-07
675,4,2010-12-09
676,3,2010-12-09
677,2,2010-12-09
678,5,2010-12-11
679,2,2010-12-11
680,1,2010-12-12
681,3,2010-12-12
682,5,2010-12-12
683,7,2010-12-13
684,2,2010-12-13
685,4,2010-12-14
686,7,2010-12-14
687,2,2010-12-14
688,4,2010-12-14
689,7,2010-12-16
690,5,2010-12-16
691,3,2010-12-16
692,5,2010-12-17
693,1,2010-12-17
694,7,2010-12-18
695,7,2010-12-18
696,6,2010-12-18
697,6,2010-12-19
698,3,2010-12-19
699,3,2010-12-20
700,4,2010-12-20
701,5,2010-12-20
702,6,2010-12-21
703,2,2010-12-21
704,6,2010-12-21
705,3,2010-12-24
706,7,2010-12-24
707,1,2010-12-25
708,4,2010-12-25
709,3,2010-12-25
710,1,2010-12-26
711,5,2010-12-26
712,1,2010-12-27
713,4,2010-12-27
714,5,2010-12-28
715,2,2010-12-29
716,6,2010-12-30
717,7,2010-12-31
718,6,2010-12-31
719,2,2011-01-01
720,5,2011-01-02
721,6,2011-01-03
722,2,2011-01-03
723,2,2011-01-03
724,7,2011-01-04
725,1,2011-01-04
726,4,2011-01-05
727,1,2011-01-05
728,2,2011-01-05
729,3,2011-01-06
730,4,2011-01-06
731,3,2011-01-07
732,2,2011-01-07
733,1,2011-01-07
734,5,2011-01-08
735,1,2011-01-09
736,5,2011-01-09
737,3,2011-01-10
738,4,2011-01-11
739,2,2011-01-11
740,6,2011-01-11
741,6,2011-01-11
742,5,2011-01-11
743,4,2011-01-12
744,4,2011-01-12
745,3,2011-01-12
746,3,2011-01-12
747,3,2011-01-13
748,6,2011-01-13
749,3,2011-01-14
750,1,2011-01-14
751,6,2011-01-14
752,7,2011-01-15
753,6,2011-01-15
754,5,2011-01-17
755,7,2011-01-17
756,6,2011-01-17
757,4,2011-01-18
758,6,2011-01-18
759,4,2011-01-19
760,2,2011-01-20
761,5,2011-01-21
762,3,2011-01-21
763,5,2011-01-23
764,3,2011-01-24
765,3,2011-01-25
766,5,2011-01-25
767,3,2011-01-25
768,7,2011-01-25
769,4,2011-01-26
770,3,2011-01-26
771,3,2011-01-27
772,3,2011-01-28
773,1,2011-01-28
774,3,2011-01-29
775,2,2011-01-29
776,6,2011-01-29
777,4,2011-01-29
778,1,2011-01-30
779,2,2011-01-30
780,5,2011-01-30
781,1,2011-01-30
782,5,2011-01-31
783,4,2011-01-31
784,3,2011-02-01
785,2,2011-02-01
786,4,2011-02-01
787,6,2011-02-01
788,7,2011-02-01
789,2,2011-02-02
790,3,2011-02-03
791,2,2011-02-03
792,1,2011-02-04
793,5,2011-02-04
794,2,2011-02-05
795,2,2011-02-06
796,4,2011-02-07
797,7,2011-02-07
798,7,2011-02-07
799,1,2011-02-07
800,1,2011-02-07
801,1,2011-02-08
802,1,2011-02-08
803,7,2011-02-09
804,7,2011-02-09
805,3,2011-02-09
806,7,2011-02-10
807,1,2011-02-10
808,7,2011-02-10
809,7,2011-02-10
810,4,2011-02-11
811,6,2011-02-11
812,6,2011-02-11
813,3,2011-02-12
814,4,2011-02-12
815,7,2011-02-12
816,6,2011-02-13
817,2,2011-02-14
818,7,2011-02-14
819,4,2011-02-14
820,3,2011-02-15
821,7,2011-02-15
822,6,2011-02-15
823,3,2011-02-15
824,2,2011-02-17
825,2,2011-02-17
826,2,2011-02-19
827,6,2011-02-19
828,4,2011-02-20
829,2,2011-02-21
830,2,2011-02-21
831,3,2011-02-22
832,3,2011-02-22
833,1,2011-02-25
834,1,2011-02-25
835,7,2011-02-26
836,5,2011-02-26
837,1,2011-02-26
838,3,2011-02-26
839,2,2011-02-27
840,1,2011-02-27
841,4,2011-03-01
842,5,2011-03-02
843,1,2011-03-02
844,2,2011-03-02
845,5,2011-03-04
846,4,2011-03-05
847,7,2011-03-06
848,5,2011-03-06
849,2,2011-03-06
850,6,2011-03-06
851,4,2011-03-07
852,6,2011-03-09
853,6,2011-03-11
854,5,2011-03-11
855,3,2011-03-11
856,2,2011-03-11
857,3,2011-03-12
858,5,2011-03-12
859,5,2011-03-13
860,7,2011-03-13
861,2,2011-03-14
862,4,2011-03-14
863,1,2011-03-15
864,5,2011-03-15
865,6,2011-03-15
866,6,2011-03-16
867,7,2011-03-16
868,4,2011-03-16
869,2,2011-03-17
870,4,2011-03-17
871,3,2011-03-17
872,2,2011-03-17
873,4,2011-03-18
874,7,2011-03-18
875,1,2011-03-18
876,3,2011-03-18
877,7,2011-03-18
878,6,2011-03-19
879,4,2011-03-19
880,5,2011-03-19
881,3,2011-03-19
882,7,2011-03-19
883,7,2011-03-20
884,1,2011-03-20
885,5,2011-03-20
886,5,2011-03-21
887,2,2011-03-21
888,1,2011-03-22
889,6,2011-03-23
890,6,2011-03-24
891,2,2011-03-25
892,5,2011-03-27
893,2,2011-03-27
894,7,2011-03-28
895,7,2011-03-29
896,4,2011-03-30
897,1,2011-03-30
898,4,2011-04-02
899,2,2011-04-02
900,5,2011-04-02
901,7,2011-04-03
902,5,2011-04-03
903,5,2011-04-04
904,5,2011-04-04
905,3,2011-04-05
906,3,2011-04-05
907,5,2011-04-06
908,2,2011-04-06
909,4,2011-04-08
910,2,2011-04-08
911,5,2011-04-08
912,6,2011-04-08
913,4,2011-04-09
914,3,2011-04-09
915,3,2011-04-09
916,7,2011-04-09
917,4,2011-04-10
918,2,2011-04-10
919,3,2011-04-10
920,6,2011-04-11
921,7,2011-04-11
922,6,2011-04-12
923,3,2011-04-12
924,1,2011-04-13
925,6,2011-04-13
926,5,2011-04-13
927,2,2011-04-13
928,1,2011-04-13
929,1,2011-04-14
930,4,2011-04-15
931,5,2011-04-15
932,4,2011-04-15
933,5,2011-04-15
934,7,2011-04-16
935,2,2011-04-16
936,6,2011-04-16
937,6,2011-04-16
938,2,2011-04-17
939,4,2011-04-18
940,4,2011-04-18
941,7,2011-04-18
942,4,2011-04-20
943,7,2011-04-21
944,1,2011-04-21
945,2,2011-04-22
946,4,2011-04-22
947,3,2011-04-23
948,5,2011-04-23
949,4,2011-04-23
950,1,2011-04-23
951,2,2011-04-25
952,4,2011-04-25
953,6,2011-04-26
954,6,2011-04-26
955,2,2011-04-26
956,3,2011-04-26
957,2,2011-04-27
958,6,2011-04-28
959,5,2011-04-28
960,4,2011-04-28
961,4,2011-04-29
962,1,2011-04-29
963,3,2011-04-29
964,3,2011-04-29
965,7,2011-04-29
966,5,2011-04-29
967,6,2011-04-30
968,5,2011-04-30
969,1,2011-04-30
970,1,2011-05-01
971,7,2011-05-02
972,6,2011-05-03
973,7,2011-05-03
974,2,2011-05-04
975,4,2011-05-04
976,1,2011-05-05
977,2,2011-05-05
978,2,2011-05-06
979,4,2011-05-08
980,7,2011-05-08
981,5,2011-05-08
982,6,2011-05-09
983,4,2011-05-10
984,3,2011-05-10
985,1,2011-05-11
986,5,2011-05-12
987,7,2011-05-12
988,3,2011-05-12
989,5,2011-05-13
990,6,2011-05-13
991,7,2011-05-14
992,1,2011-05-14
993,7,2011-05-14
994,6,2011-05-14
995,5,2011-05-15
996,1,2011-05-15
997,2,2011-05-16
998,6,2011-05-16
999,7,2011-05-18
1000,5,2011-05-18
1001,1,2011-05-18
1002,3,2011-05-19
1003,1,2011-05-19
1004,7,2011-05-20
1005,1,2011-05-20
1006,5,2011-05-21
1007,3,2011-05-22
1008,1,2011-05-22
1009,6,2011-05-23
1010,7,2011-05-23
1011,3,2011-05-24
1012,7,2011-05-24
1013,2,2011-05-25
1014,1,2011-05-25
1015,2,2011-05-25
1016,1,2011-05-25
1017,6,2011-05-26
1018,7,2011-05-26
1019,4,2011-05-26
1020,4,2011-05-27
1021,7,2011-05-27
1022,2,2011-05-27
1023,4,2011-05-27
1024,3,2011-05-27
1025,7,2011-05-27
1026,3,2011-05-28
1027,3,2011-05-30
1028,7,2011-05-30
1029,1,2011-05-31
1030,6,2011-06-01
1031,6,2011-06-01
1032,5,2011-06-02
1033,7,2011-06-02
1034,1,2011-06-03
1035,4,2011-06-03
1036,5,2011-06-03
1037,6,2011-06-03
1038,7,2011-06-04
1039,5,2011-06-04
1040,6,2011-06-04
1041,7,2011-06-05
1042,4,2011-06-07
1043,7,2011-06-08
1044,4,2011-06-08
1045,6,2011-06-08
1046,6,2011-06-09
1047,6,2011-06-10
1048,6,2011-06-10
1049,5,2011-06-10
1050,2,2011-06-11
1051,5,2011-06-12
1052,1,2011-06-12
1053,7,2011-06-13
1054,6,2011-06-14
1055,3,2011-06-14
1056,7,2011-06-15
1057,6,2011-06-15
1058,1,2011-06-15
1059,5,2011-06-15
1060,5,2011-06-16
1061,3,2011-06-18
1062,4,2011-06-19
1063,3,2011-06-19
1064,4,2011-06-19
1065,2,2011-06-20
1066,5,2011-06-20
1067,1,2011-06-21
1068,3,2011-06-21
1069,2,2011-06-21
1070,5,2011-06-21
1071,7,2011-06-21
1072,5,2011-06-22
1073,1,2011-06-22
1074,3,2011-06-23
1075,5,2011-06-23
1076,6,2011-06-24
1077,7,2011-06-24
1078,2,2011-06-25
1079,4,2011-06-25
1080,3,2011-06-26
1081,4,2011-06-26
1082,1,2011-06-28
1083,1,2011-06-28
1084,7,2011-06-28
1085,4,2011-06-29
1086,2,2011-06-29
1087,7,2011-06-30
1088,7,2011-06-30
1089,5,2011-06-30
1090,1,2011-06-30
1091,5,2011-07-01
1092,6,2011-07-01
1093,3,2011-07-01
1094,2,2011-07-01
1095,3,2011-07-02
1096,2,2011-07-02
1097,5,2011-07-02
1098,6,2011-07-04
1099,6,2011-07-04
1100,2,2011-07-04
1101,4,2011-07-05
1102,2,2011-07-06
1103,2,2011-07-06
1104,1,2011-07-07
1105,6,2011-07-07
1106,4,2011-07-07
1107,5,2011-07-09
1108,5,2011-07-11
1109,2,2011-07-12
1110,5,2011-07-12
1111,2,2011-07-12
1112,6,2011-07-13
1113,6,2011-07-14
1114,6,2011-07-14
1115,1,2011-07-15
1116,5,2011-07-16
1117,5,2011-07-17
1118,4,2011-07-17
1119,5,2011-07-18
1120,2,2011-07-18
1121,2,2011-07-18
1122,6,2011-07-19
1123,4,2011-07-19
1124,4,2011-07-20
1125,3,2011-07-21
1126,7,2011-07-21
1127,5,2011-07-21
1128,5,2011-07-22
1129,2,2011-07-24
1130,4,2011-07-24
1131,1,2011-07-24
1132,2,2011-07-24
1133,5,2011-07-25
1134,6,2011-07-25
1135,7,2011-07-25
1136,4,2011-07-25
1137,2,2011-07-26
1138,4,2011-07-27
1139,3,2011-07-28
1140,7,2011-07-28
1141,2,2011-07-28
1142,6,2011-07-29
1143,2,2011-07-30
1144,6,2011-07-30
1145,2,2011-07-31
1146,2,2011-07-31
1147,1,2011-07-31
1148,3,2011-08-01
1149,6,2011-08-01
1150,5,2011-08-03
1151,6,2011-08-03
1152,6,2011-08-04
1153,1,2011-08-04
1154,4,2011-08-05
1155,5,2011-08-05
1156,1,2011-08-05
1157,7,2011-08-06
1158,5,2011-08-06
1159,4,2011-08-06
1160,5,2011-08-08
1161,4,2011-08-08
1162,3,2011-08-08
1163,4,2011-08-08
1164,1,2011-08-09
1165,4,2011-08-11
1166,3,2011-08-12
1167,5,2011-08-12
1168,4,2011-08-13
1169,6,2011-08-14
1170,4,2011-08-14
1171,1,2011-08-14
1172,6,2011-08-15
1173,5,2011-08-15
1174,4,2011-08-16
1175,2,2011-08-16
1176,2,2011-08-16
1177,3,2011-08-16
1178,2,2011-08-16
1179,5,2011-08-17
1180,5,2011-08-18
1181,6,2011-08-18
1182,1,2011-08-19
1183,3,2011-08-19
1184,2,2011-08-20
1185,7,2011-08-20
1186,7,2011-08-20
1187,3,2011-08-21
1188,6,2011-08-21
1189,3,2011-08-21
1190,3,2011-08-22
1191,3,2011-08-22
1192,2,2011-08-24
1193,6,2011-08-25
1194,6,2011-08-25
1195,5,2011-08-25
1196,6,2011-08-25
1197,5,2011-08-25
1198,5,2011-08-26
1199,5,2011-08-27
1200,1,2011-08-28
1201,5,2011-08-28
1202,2,2011-08-28
1203,4,2011-08-29
1204,1,2011-08-29
1205,1,2011-08-29
1206,6,2011-08-30
1207,1,2011-08-31
1208,4,2011-08-31
1209,3,2011-08-31
1210,3,2011-08-31
1211,4,2011-09-02
1212,6,2011-09-02
1213,4,2011-09-02
1214,6,2011-09-03
1215,6,2011-09-03
1216,4,2011-09-03
1217,7,2011-09-04
1218,5,2011-09-04
1219,5,2011-09-05
1220,1,2011-09-05
1221,1,2011-09-05
1222,1,2011-09-05
1223,1,2011-09-05
1224,4,2011-09-06
1225,5,2011-09-06
1226,3,2011-09-07
1227,5,2011-09-07
1228,2,2011-09-08
1229,6,2011-09-08
1230,7,2011-09-09
1231,6,2011-09-09
1232,7,2011-09-09
1233,7,2011-09-10
1234,4,2011-09-10
1235,2,2011-09-11
1236,2,2011-09-11
1237,7,2011-09-11
1238,3,2011-09-12
1239,6,2011-09-12
1240,3,2011-09-13
1241,7,2011-09-14
1242,3,2011-09-15
1243,4,2011-09-15
1244,7,2011-09-15
1245,7,2011-09-15
1246,2,2011-09-16
